rowNumber,sourceGroup,provider,dataset,file,bytes,coverage,confidence,theme,roiScore,duplicateGroupSize,recommendedAction,recommendedPlacement,needsUserDecision,iaItem,rawViewport,cleanedBundle,evidence,url,raw
455,data.gov.ie,Galway County Council,an-bearna-lap-2015-2021,shapefile,160354,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\an-bearna-lap-2015-2021\shapefile
456,data.gov.ie,Galway County Council,an-cheathru-rua-lap-2015-to-20213,shapefile,80748,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\an-cheathru-rua-lap-2015-to-20213\shapefile
457,data.gov.ie,Galway County Council,an-spideal-lap-2015-to-20211,shapefile,63035,not-found-in-site-manifests,none,electoral-geography,95,1,new-interactive-map-candidate-high-priority,Browse maps plus MapLibre conversion after geometry validation,no,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,R2/CDN only for generated PMTiles/metadata after conversion; raw file stays IA-hotlinked,,,Galway County Council\an-spideal-lap-2015-to-20211\shapefile
458,data.gov.ie,Galway County Council,athenry-lap-2012-to-2022,shapefile,82365,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\athenry-lap-2012-to-2022\shapefile
459,data.gov.ie,Galway County Council,athenry-lap-zoning-2024-20302,shapefile,406535,not-found-in-site-manifests,none,planning-development,78,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\athenry-lap-zoning-2024-20302\shapefile
460,data.gov.ie,Galway County Council,baile-chlair-lap-2015-to-20213,shapefile,70004,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\baile-chlair-lap-2015-to-20213\shapefile
461,data.gov.ie,Galway County Council,ballinasloe-lap-2015-20212,shapefile,255517,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\ballinasloe-lap-2015-20212\shapefile
462,data.gov.ie,Galway County Council,ballinasloe-lap-flood-zone-a-2022-20281,shapefile,675599,not-found-in-site-manifests,none,environment-water-geology,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\ballinasloe-lap-flood-zone-a-2022-20281\shapefile
463,data.gov.ie,Galway County Council,ballinasloe-lap-flood-zone-b-2022-20283,shapefile,1959445,not-found-in-site-manifests,none,environment-water-geology,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\ballinasloe-lap-flood-zone-b-2022-20283\shapefile
464,data.gov.ie,Galway County Council,ballinasloe-lap-zoning-2022-20282,shapefile,442094,not-found-in-site-manifests,none,planning-development,78,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\ballinasloe-lap-zoning-2022-20282\shapefile
465,data.gov.ie,Galway County Council,beach-lifeguard-service-locations3,shapefile,2549,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\beach-lifeguard-service-locations3\shapefile
466,data.gov.ie,Galway County Council,bearna-habitat-survey-2006,shapefile,111003,not-found-in-site-manifests,none,environment-water-geology,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\bearna-habitat-survey-2006\shapefile
467,data.gov.ie,Galway County Council,briarhill-indicative-green-corridor-cdp-2022-2028,shapefile,3409,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\briarhill-indicative-green-corridor-cdp-2022-2028\shapefile
468,data.gov.ie,Galway County Council,broadband-connection-points-live2,shapefile,3329,not-found-in-site-manifests,none,transport-infrastructure,78,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\broadband-connection-points-live2\shapefile
469,data.gov.ie,Galway County Council,clifden-lap-2018-to-20241,shapefile,184722,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\clifden-lap-2018-to-20241\shapefile
470,data.gov.ie,Galway County Council,community-digital-hubs1,shapefile,4107,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\community-digital-hubs1\shapefile
471,data.gov.ie,Galway County Council,community-facilities-2012-galway-county2,shapefile,12324,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\community-facilities-2012-galway-county2\shapefile
472,data.gov.ie,Galway County Council,county-galway-architectural-conservation-areas-cdp-2022-2028,shapefile,38504,not-found-in-site-manifests,none,heritage-public-assets,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\county-galway-architectural-conservation-areas-cdp-2022-2028\shapefile
473,data.gov.ie,Galway County Council,county-galway-flood-zone-a-cdp-2022-2028,shapefile,225502,not-found-in-site-manifests,none,environment-water-geology,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\county-galway-flood-zone-a-cdp-2022-2028\shapefile
474,data.gov.ie,Galway County Council,county-galway-flood-zone-b-cdp-2022-2028,shapefile,267488,not-found-in-site-manifests,none,environment-water-geology,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\county-galway-flood-zone-b-cdp-2022-2028\shapefile
475,data.gov.ie,Galway County Council,county-galway-land-use-zonings-cdp-2022-20283,shapefile,1593603,not-found-in-site-manifests,none,planning-development,78,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,Galway County Council\county-galway-land-use-zonings-cdp-2022-20283\shapefile
